title,authors,abstract,arxiv_id,category,date,pdf_url,query_used
Hierarchical Qubit-Merging Transformer for Quantum Error Correction,"['Seong-Joon Park', 'Hee-Youl Kwak', 'Yongjune Kim']","For reliable large-scale quantum computation, a quantum error correction (QEC) scheme must effectively resolve physical errors to protect logical information. Leveraging recent advances in deep learning, neural network-based decoders have emerged as a promising approach to enhance the reliability of QEC. We propose the Hierarchical Qubit-Merging Transformer (HQMT), a novel and general decoding framework that explicitly leverages the structural graph of stabilizer codes to learn error correlations across multiple scales. Our architecture first computes attention locally on structurally related groups of stabilizers and then systematically merges these qubit-centric representations to build a global view of the error syndrome. The proposed HQMT achieves substantially lower logical error rates for surface codes by integrating a dedicated qubit-merging layer within the transformer architecture. Across various code distances, HQMT significantly outperforms previous neural network-based QEC decoders as well as a powerful belief propagation with ordered statistics decoding (BP+OSD) baseline. This hierarchical approach provides a scalable and effective framework for surface code decoding, advancing the realization of reliable quantum computing.",2510.11593v1,quant-ph,2025-10-13 16:31:46+00:00,https://arxiv.org/pdf/2510.11593v1,"""quantum"" AND ""physics-informed neural networks"""
Diffusion-Guided Renormalization of Neural Systems via Tensor Networks,['Nathan X. Kodama'],"Far from equilibrium, neural systems self-organize across multiple scales. Exploiting multiscale self-organization in neuroscience and artificial intelligence requires a computational framework for modeling the effective non-equilibrium dynamics of stochastic neural trajectories. Non-equilibrium thermodynamics and representational geometry offer theoretical foundations, but we need scalable data-driven techniques for modeling collective properties of high-dimensional neural networks from partial subsampled observations. Renormalization is a coarse-graining technique central to studying emergent scaling properties of many-body and nonlinear dynamical systems. While widely applied in physics and machine learning, coarse-graining complex dynamical networks remains unsolved, affecting many computational sciences. Recent diffusion-based renormalization, inspired by quantum statistical mechanics, coarse-grains networks near entropy transitions marked by maximal changes in specific heat or information transmission. Here I explore diffusion-based renormalization of neural systems by generating symmetry-breaking representations across scales and offering scalable algorithms using tensor networks. Diffusion-guided renormalization bridges microscale and mesoscale dynamics of dissipative neural systems. For microscales, I developed a scalable graph inference algorithm for discovering community structure from subsampled neural activity. Using community-based node orderings, diffusion-guided renormalization generates renormalization group flow through metagraphs and joint probability functions. Towards mesoscales, diffusion-guided renormalization targets learning the effective non-equilibrium dynamics of dissipative neural trajectories occupying lower-dimensional subspaces, enabling coarse-to-fine control in systems neuroscience and artificial intelligence.",2510.06361v1,q-bio.NC,2025-10-07 18:26:10+00:00,https://arxiv.org/pdf/2510.06361v1,"""quantum"" AND ""physics-informed neural networks"""
"Curvature-Aware Deep Learning for Vector Boson Fusion: Differential Geometry, Physics-Inspired Features, and Quantum Method Limitations",['Alibordi Muhammad'],"Particle physics classification often assumes flat geometry, ignoring the curved statistical structure of collision data. We present a geometric framework for Vector Boson Fusion Higgs classification that combines physics-inspired observables with product manifold neural networks. The method unifies Euclidean, hyperbolic, and spherical representations to capture nonlinear correlations among kinematic features. Geometric embedding yields measurable improvements over flat baselines, demonstrating that curvature-aware architectures recover information lost in standard approaches. The study highlights how incorporating geometric structure enhances discrimination power in high-energy collision data.",2510.04887v1,hep-ph,2025-10-06 15:09:04+00:00,https://arxiv.org/pdf/2510.04887v1,"""quantum"" AND ""physics-informed neural networks"""
PINNGraPE: Physics Informed Neural Network for Gravitational wave Parameter Estimation,"['Leigh Smith', 'Matteo Scialpi', 'Francesco di Clemente', 'Michał Bejger']","Weakly-modelled searches for gravitational waves are essential for ensuring that all potential sources are accounted for in detection efforts, as they make minimal assumptions regarding source morphology. While these searches primarily target generic transient sources, they are also highly effective at identifying a broad range of compact binary coalescences, demonstrated by the weakly-modelled search algorithm coherent WaveBurst being the first to detect GW150914. Despite their ability to detect compact binaries with diverse properties, the accurate estimation of source parameters from their output remains to be a challenging task. To overcome this, we leverage physics-informed neural networks, which serve as a powerful tool for parameter estimation by applying physical constraints through the universal differential equation governing a compact binary system. With this approach, we rapidly infer the mass parameters of binary black hole merger systems to within 7% from only the time-frequency representation of the gravitational wave signal.",2510.02858v1,gr-qc,2025-10-03 09:53:42+00:00,https://arxiv.org/pdf/2510.02858v1,"""quantum"" AND ""physics-informed neural networks"""
Nondestructive characterization of laser-cooled atoms using machine learning,"['G. De Sousa', 'M. Doris', ""D. D'Amato"", 'B. Egleston', 'J. P. Zwolak', 'I. B. Spielman']","We develop machine learning techniques for estimating physical properties of laser-cooled potassium-39 atoms in a magneto-optical trap using only the scattered light -- i.e., fluorescence -- that is intrinsic to the cooling process. In-situ snap-shot images of fluorescing atomic ensembles directly reveal the spatial structure of these millimeter-scale objects but contain no obvious information regarding internal properties such as the temperature. We first assembled and labeled a balanced dataset sampling $8\times10^3$ different experimental parameters that includes examples with: large and dense atomic ensembles, a complete absence of atoms, and everything in between. We describe a range of models trained to predict atom number and temperature solely from fluorescence images. These run the gamut from a poorly performing linear regression model based only on integrated fluorescence to deep neural networks that give number and temperature with fractional uncertainties of $0.1$ and $0.2$ respectively.",2509.26479v1,physics.atom-ph,2025-09-30 16:26:42+00:00,https://arxiv.org/pdf/2509.26479v1,"""quantum"" AND ""physics-informed neural networks"""
SQuaD: Smart Quantum Detection for Photon Recognition and Dark Count Elimination,"['Karl C. Linne', 'Sho Uemura', 'Yue Ji', 'Allen Zang', 'Martin Di Federico', 'Orlando Quaranta', 'Gustavo Cancelo', 'Tian Zhong']","Quantum detectors of single photons are an essential component for quantum information processing across computing, communication and networking. Today's quantum detection system, which consists of single photon detectors, timing electronics, control and data processing software, is primarily used for counting the number of single photon detection events. However, it is largely incapable of extracting other rich physical characteristics of the detected photons, such as their wavelengths, polarization states, photon numbers, or temporal waveforms. This work, for the first time, demonstrates a smart quantum detection system, SQuaD, which integrates a field programmable gate array (FPGA) with a neural network model, and is designed to recognize the features of photons and to eliminate detector dark-count. The SQuaD is a fully integrated quantum system with high timing-resolution data acquisition, onboard multi-scale data analysis, intelligent feature recognition and extraction, and feedback-driven system control. Our \name experimentally demonstrates 1) reliable photon counting on par with the state-of-the art commercial systems; 2) high-throughput data processing for each individual detection events; 3) efficient dark count recognition and elimination; 4) up to 100\% accurate feature recognition of photon wavelength and polarization. Additionally, we deploy the SQuaD to an atomic (erbium ion) photon emitter source to realize noise-free control and readout of a spin qubit in the telecom band, enabling critical advances in quantum networks and distributed quantum information processing.",2509.24383v3,quant-ph,2025-09-29 07:33:21+00:00,https://arxiv.org/pdf/2509.24383v3,"""quantum"" AND ""physics-informed neural networks"""
Physics-informed time series analysis with Kolmogorov-Arnold Networks under Ehrenfest constraints,"['Abhijit Sen', 'Illya V. Lukin', 'Kurt Jacobs', 'Lev Kaplan', 'Andrii G. Sotnikov', 'Denys I. Bondar']","The prediction of quantum dynamical responses lies at the heart of modern physics. Yet, modeling these time-dependent behaviors remains a formidable challenge because quantum systems evolve in high-dimensional Hilbert spaces, often rendering traditional numerical methods computationally prohibitive. While large language models have achieved remarkable success in sequential prediction, quantum dynamics presents a fundamentally different challenge: forecasting the entire temporal evolution of quantum systems rather than merely the next element in a sequence. Existing neural architectures such as recurrent and convolutional networks often require vast training datasets and suffer from spurious oscillations that compromise physical interpretability. In this work, we introduce a fundamentally new approach: Kolmogorov Arnold Networks (KANs) augmented with physics-informed loss functions that enforce the Ehrenfest theorems. Our method achieves superior accuracy with significantly less training data: it requires only 5.4 percent of the samples (200) compared to Temporal Convolution Networks (3,700). We further introduce the Chain of KANs, a novel architecture that embeds temporal causality directly into the model design, making it particularly well-suited for time series modeling. Our results demonstrate that physics-informed KANs offer a compelling advantage over conventional black-box models, maintaining both mathematical rigor and physical consistency while dramatically reducing data requirements.",2509.18483v1,cs.LG,2025-09-23 00:37:04+00:00,https://arxiv.org/pdf/2509.18483v1,"""quantum"" AND ""physics-informed neural networks"""
Solving Differential Equation with Quantum-Circuit Enhanced Physics-Informed Neural Networks,['Rachana Soni'],"I present a simple hybrid framework that combines physics informed neural networks (PINNs) with features generated from small quantum circuits. As a proof of concept, a first-order equation is solved by feeding quantum measurement probabilities into the neural model. The architecture enforces the initial condition exactly, and training is guided by the ODE residual loss. Numerical results show that the hybrid model reproduces the analytical solution, illustrating the potential of quantum-enhanced PINNs for differential equation solving.",2509.16247v1,quant-ph,2025-09-17 11:10:09+00:00,https://arxiv.org/pdf/2509.16247v1,"""quantum"" AND ""physics-informed neural networks"""
Machine Learning for Quantum Noise Reduction,['Karan Kendre'],"Quantum noise fundamentally limits the utility of near-term quantum devices, making error mitigation essential for practical quantum computation. While traditional quantum error correction codes require substantial qubit overhead and complex syndrome decoding, we propose a machine learning approach that directly reconstructs clean quantum states from noisy density matrices without additional qubits. We formulate quantum noise reduction as a supervised learning problem using a convolutional neural network (CNN) autoencoder architecture with a novel fidelity-aware composite loss function. Our method is trained and evaluated on a comprehensive synthetic dataset of 10,000 density matrices derived from random 5-qubit quantum circuits, encompassing five noise types (depolarizing, amplitude damping, phase damping, bit-flip, and mixed noise) across four intensity levels (0.05-0.20). The CNN successfully reconstructs quantum states across all noise conditions, achieving an average fidelity improvement from 0.298 to 0.774 (Δ = 0.476). Notably, the model demonstrates superior performance on complex mixed noise scenarios and higher noise intensities, with mixed noise showing the highest corrected fidelity (0.807) and improvement (0.567). The approach effectively preserves both diagonal elements (populations) and off-diagonal elements (quantum coherences), making it suitable for entanglement-dependent quantum algorithms. While phase damping presents fundamental information-theoretic limitations, our results suggest that CNN-based density matrix reconstruction offers a promising, resource-efficient alternative to traditional quantum error correction for NISQ-era devices. This data-driven approach could enable practical quantum advantage with fewer physical qubits than conventional error correction schemes require.",2509.16242v1,quant-ph,2025-09-17 00:13:07+00:00,https://arxiv.org/pdf/2509.16242v1,"""quantum"" AND ""physics-informed neural networks"""
Learning spatially structured open quantum dynamics with regional-attention transformers,"['Dounan Du', 'Eden Figueroa']","Simulating the dynamics of open quantum systems with spatial structure and external control is an important challenge in quantum information science. Classical numerical solvers for such systems require integrating coupled master and field equations, which is computationally demanding for simulation and optimization tasks and often precluding real-time use in network-scale simulations or feedback control. We introduce a regional attention-based neural architecture that learns the spatiotemporal dynamics of structured open quantum systems. The model incorporates translational invariance of physical laws as an inductive bias to achieve scalable complexity, and supports conditioning on time-dependent global control parameters. We demonstrate learning on two representative systems: a driven dissipative single qubit and an electromagnetically induced transparency (EIT) quantum memory. The model achieves high predictive fidelity under both in-distribution and out-of-distribution control protocols, and provides substantial acceleration up to three orders of magnitude over numerical solvers. These results demonstrate that the architecture establishes a general surrogate modeling framework for spatially structured open quantum dynamics, with immediate relevance to large-scale quantum network simulation, quantum repeater and protocol design, real-time experimental optimization, and scalable device modeling across diverse light-matter platforms.",2509.06871v1,quant-ph,2025-09-08 16:40:32+00:00,https://arxiv.org/pdf/2509.06871v1,"""quantum"" AND ""physics-informed neural networks"""
Multiscale light-matter dynamics in quantum materials: from electrons to topological superlattices,"['Taufeq Mohammed Razakh', 'Thomas Linker', 'Ye Luo', 'Nariman Piroozan', 'John Pennycook', 'Nalini Kumar', 'Albert Musaelian', 'Anders Johansson', 'Boris Kozinsky', 'Rajiv K. Kalia', 'Priya Vashishta', 'Fuyuki Shimojo', 'Shinnosuke Hattori', 'Ken-ichi Nomura', 'Aiichiro Nakano']","Light-matter dynamics in topological quantum materials enables ultralow-power, ultrafast devices. A challenge is simulating multiple field and particle equations for light, electrons, and atoms over vast spatiotemporal scales on Exaflop/s computers with increased heterogeneity and low-precision focus. We present a paradigm shift that solves the multiscale/multiphysics/heterogeneity challenge harnessing hardware heterogeneity and low-precision arithmetic. Divide-conquer-recombine algorithms divide the problem into not only spatial but also physical subproblems of small dynamic ranges and minimal mutual information, which are mapped onto best-characteristics-matching hardware units, while metamodel-space algebra minimizes communication and precision requirements. Using 60,000 GPUs of Aurora, DC-MESH (divide-and-conquer Maxwell-Ehrenfest-surface hopping) and XS-NNQMD (excited-state neural-network quantum molecular dynamics) modules of MLMD (multiscale light-matter dynamics) software were 152- and 3,780-times faster than the state-of-the-art for 15.4 million-electron and 1.23 trillion-atom PbTiO3 material, achieving 1.87 EFLOP/s for the former. This enabled the first study of light-induced switching of topological superlattices for future ferroelectric 'topotronics'.",2509.00966v1,physics.comp-ph,2025-08-31 19:14:52+00:00,https://arxiv.org/pdf/2509.00966v1,"""quantum"" AND ""physics-informed neural networks"""
Quantum Phase Space Tomography for Electromagnetic Biomaterial Imaging,['Alessandro Settimi'],"I present a concise, first principles metrological framework for imaging dielectric biomaterials by probing the full phase space (Wigner) distribution of a quantum electromagnetic field. Building on a rigorous multilayer Maxwell and Cole Cole model for stratified tissue, my method (Quantum Phase space Tomography, QPST) couples analytical forward theory with quantum metrology and Bayesian inference. I prepare a structured quantum EM probe (e.g. a squeezed microwave pulse) that interacts with tissue and then perform full quantum state tomography of the outgoing field. The recovered Wigner quasi probability reveals subwavelength and non classical features lost in classical imaging. By projecting the measurement onto the analytically derived tissue response manifold, I recover key physiological parameters (e.g. layer thickness, dispersion). I further define a Dielectric Anaplasia Metric (DAM) that quantifies tissue microstructural heterogeneity (e.g. malignancy) via deviations in Cole Cole parameters. My design leverages state of the art quantum sensors (e.g. NV diamond magnetometers) and advanced inverse algorithms (physics informed neural networks, diffusion priors). Numerical examples demonstrate that QPST can non invasively map tissue permittivity with unprecedented sensitivity. This work bridges fundamental electromagnetic theory and emerging quantum technologies, promising a new paradigm for medical imaging.",2509.00534v1,physics.optics,2025-08-30 15:27:28+00:00,https://arxiv.org/pdf/2509.00534v1,"""quantum"" AND ""physics-informed neural networks"""
Physics-informed Hamiltonian learning for large-scale optoelectronic property prediction,"['Martin Schwade', 'Shaoming Zhang', 'Frederik Vonhoff', 'Frederico P. Delgado', 'David A. Egger']","Predicting optoelectronic properties of large-scale atomistic systems under realistic conditions is crucial for rational materials design, yet computationally prohibitive with first-principles simulations. Recent neural network models have shown promise in overcoming these challenges, but typically require large datasets and lack physical interpretability. Physics-inspired approximate models offer greater data efficiency and intuitive understanding, but often sacrifice accuracy and transferability. Here we present HAMSTER, a physics-informed machine learning framework for predicting the quantum-mechanical Hamiltonian of complex chemical systems. Starting from an approximate model encoding essential physical effects, HAMSTER captures the critical influence of dynamic environments on Hamiltonians using only few explicit first-principles calculations. We demonstrate our approach on halide perovskites, achieving accurate prediction of optoelectronic properties across temperature and compositional variations, and scalability to systems containing tens of thousands of atoms. This work highlights the power of physics-informed Hamiltonian learning for accurate and interpretable optoelectronic property prediction in large, complex systems.",2508.20536v1,cond-mat.mtrl-sci,2025-08-28 08:25:55+00:00,https://arxiv.org/pdf/2508.20536v1,"""quantum"" AND ""physics-informed neural networks"""
Estimating classical mutual information between quantum subsystems with neural networks,"['D. A. Konyshev', 'V. V. Mazurenko']","Characterizing correlations in a quantum system on the basis of the results of the projective measurements can be performed with different means including the calculation of the classical mutual information. Generally, estimating such information-entropy-based quantities requires having complete statistics of the system's states. Here we explore the possibility to reconstruct the classical mutual information and specific entropy of a quantum system with neural network approach on the basis of limited number of projective measurements. As a prominent example we consider the antiferromagnetic quantum Ising model in transverse and longitudinal magnetic fields which is in demand in both condensed matter physics and quantum computing. We show that the neural network approach gives reliable estimates of the classical mutual information even in the case of paramagnetic wave functions delocalized in the state space. In addition, the phase diagram of the considered quantum system is reconstructed with a special focus on discriminating various types of disordered states.",2508.07652v1,quant-ph,2025-08-11 06:04:38+00:00,https://arxiv.org/pdf/2508.07652v1,"""quantum"" AND ""physics-informed neural networks"""
Local Diffusion Models and Phases of Data Distributions,"['Fangjun Hu', 'Guangkuo Liu', 'Yifan Zhang', 'Xun Gao']","As a class of generative artificial intelligence frameworks inspired by statistical physics, diffusion models have shown extraordinary performance in synthesizing complicated data distributions through a denoising process gradually guided by score functions. Real-life data, like images, is often spatially structured in low-dimensional spaces. However, ordinary diffusion models ignore this local structure and learn spatially global score functions, which are often computationally expensive. In this work, we introduce a new perspective on the phases of data distributions, which provides insight into constructing local denoisers with reduced computational costs. We define two distributions as belonging to the same data distribution phase if they can be mutually connected via spatially local operations such as local denoisers. Then, we show that the reverse denoising process consists of an early trivial phase and a late data phase, sandwiching a rapid phase transition where local denoisers must fail. To diagnose such phase transitions, we prove an information-theoretic bound on the fidelity of local denoisers based on conditional mutual information, and conduct numerical experiments in a real-world dataset. This work suggests simpler and more efficient architectures of diffusion models: far from the phase transition point, we can use small local neural networks to compute the score function; global neural networks are only necessary around the narrow time interval of phase transitions. This result also opens up new directions for studying phases of data distributions, the broader science of generative artificial intelligence, and guiding the design of neural networks inspired by physics concepts.",2508.06614v1,cs.LG,2025-08-08 18:01:01+00:00,https://arxiv.org/pdf/2508.06614v1,"""quantum"" AND ""physics-informed neural networks"""
Quantum Spectral Reasoning: A Non-Neural Architecture for Interpretable Machine Learning,['Andrew Kiruluta'],"We propose a novel machine learning architecture that departs from conventional neural network paradigms by leveraging quantum spectral methods, specifically Pade approximants and the Lanczos algorithm, for interpretable signal analysis and symbolic reasoning. The core innovation of our approach lies in its ability to transform raw time-domain signals into sparse, physically meaningful spectral representations without the use of backpropagation, high-dimensional embeddings, or data-intensive black-box models. Through rational spectral approximation, the system extracts resonant structures that are then mapped into symbolic predicates via a kernel projection function, enabling logical inference through a rule-based reasoning engine. This architecture bridges mathematical physics, sparse approximation theory, and symbolic artificial intelligence, offering a transparent and physically grounded alternative to deep learning models. We develop the full mathematical formalism underlying each stage of the pipeline, provide a modular algorithmic implementation, and demonstrate the system's effectiveness through comparative evaluations on time-series anomaly detection, symbolic classification, and hybrid reasoning tasks. Our results show that this spectral-symbolic architecture achieves competitive accuracy while maintaining interpretability and data efficiency, suggesting a promising new direction for physically-informed, reasoning-capable machine learning.",2508.03170v1,cs.LG,2025-08-05 07:16:45+00:00,https://arxiv.org/pdf/2508.03170v1,"""quantum"" AND ""physics-informed neural networks"""
Double descent: When do neural quantum states generalize?,"['M. Schuyler Moss', 'Alev Orfi', 'Christopher Roth', 'Anirvan M. Sengupta', 'Antoine Georges', 'Dries Sels', 'Anna Dawid', 'Agnes Valenti']","Neural quantum states (NQS) provide flexible wavefunction parameterizations for numerical studies of quantum many-body physics. While inspired by deep learning, it remains unclear to what extent NQS share characteristics with neural networks used for standard machine learning tasks. We demonstrate that NQS exhibit the double descent phenomenon, a key feature of modern deep learning, where generalization worsens as network size increases before improving again in an overparameterized regime. Notably, we find the second descent to occur only for network sizes much larger than the Hilbert space dimension, indicating that NQS typically operate in an underparameterized regime, where increasing network size can degrade generalization. Our analysis reveals that the optimal network size in this regime depends on the number of unique training samples, highlighting the importance of sampling strategies. These findings suggest the need for symmetry-aware, physics-informed architecture design, rather than directly adopting machine learning heuristics.",2508.00068v2,cond-mat.dis-nn,2025-07-31 18:00:22+00:00,https://arxiv.org/pdf/2508.00068v2,"""quantum"" AND ""physics-informed neural networks"""
Search for $t\bar tt\bar tW$ Production at $\sqrt{s} = 13$ TeV Using a Modified Graph Neural Network at the LHC,"['Syed Haider Ali', 'Ashfaq Ahmad', 'Muhammad Saiel', 'Nadeem Shaukat']","The simultaneous production of four top quarks in association with a ($W$) boson at $(\sqrt{s} = 13)$ TeV is an rare SM process with a next-to-leading-order (NLO) cross-section of $(6.6^{+2.4}_{-2.6} {ab})$\cite{saiel}. Identifying this process in the fully hadronic decay channel is particularly challenging due to overwhelming backgrounds from $t\bar{t}, t\bar{t}W, t\bar{t}Z$, and triple-top production processes. This study introduces a modified physics informed Neural Network, a hybrid graph neural network (GNN) enhancing event classification. The proposed model integrates Graph layers for particle-level features, a custom Multi Layer Perceptron(MLP) based global stream with a quantum circuit and cross-attention fusion to combine local and global representations. Physics-informed Loss function enforce jet multiplicity constraints, derived from event decay dynamics. Benchmarked against conventional methods, the GNN achieves a signal significance $(S/\sqrt{S+B})$ of $0.174$ and ROC-AUC of 0.974, surpassing BDT's significance of $0.148$ and ROC of $0.913$, while Xgboost achieves a significance of $0.149$ and ROC of $0.920$. The classification models are trained on Monte Carlo (MC) simulations, with events normalized using cross-section-based reweighting to reflect their expected contributions in a dataset corresponding to $350\;$fb$^{-1}$ of integrated luminosity. This enhanced approach offers a framework for precision event selection at the LHC, leveraging high dimensional statistical learning and physics informed inference to tackle fundamental HEP challenges, aligning with ML developments.",2507.23723v1,hep-ex,2025-07-31 16:57:08+00:00,https://arxiv.org/pdf/2507.23723v1,"""quantum"" AND ""physics-informed neural networks"""
Neural Network Architectures for Scalable Quantum State Tomography: Benchmarking and Memristor-Based Acceleration,"['Erbing Hua', 'Steven van Ommen', 'King Yiu Yu', 'Jim van Leeuven', 'Rajendra Bishnoi', 'Heba Abunahla', 'Salahuddin Nur', 'Sebastian Feld', 'Ryoichi Ishihara']","Quantum State Tomography (QST) is essential for characterizing and validating quantum systems, but its practical use is severely limited by the exponential growth of the Hilbert space and the number of measurements required for informational completeness. Many prior claims of performance have relied on architectural assumptions rather than systematic validation. We benchmark several neural network architectures to determine which scale effectively with qubit number and which fail to maintain high fidelity as system size increases.To address this, we perform a comprehensive benchmarking of diverse neural architectures across two quantum measurement strategies to evaluate their effectiveness in reconstructing both pure and mixed quantum states. Our results reveal that CNN and CGAN scale more robustly and achieve the highest fidelities, while Spiking Variational Autoencoder (SVAE) demonstrates moderate fidelity performance, making it a strong candidate for embedded, low-power hardware implementations.Recognizing that practical quantum diagnostics will require embedded, energy-efficient computation, we also discuss how memristor-based Computation-in-Memory (CiM) platforms can accelerate these models in hardware, mitigating memory bottlenecks and reducing energy consumption to enable scalable in-situ QST. This work identifies which architectures scale favorably for future quantum systems and lays the groundwork for quantum-classical co-design that is both computationally and physically scalable.",2507.23007v1,quant-ph,2025-07-30 18:12:10+00:00,https://arxiv.org/pdf/2507.23007v1,"""quantum"" AND ""physics-informed neural networks"""
Quantum-Efficient Convolution through Sparse Matrix Encoding and Low-Depth Inner Product Circuits,"['Mohammad Rasoul Roshanshah', 'Payman Kazemikhah', 'Hossein Aghababa']","Convolution operations are foundational to classical image processing and modern deep learning architectures, yet their extension into the quantum domain has remained algorithmically and physically costly due to inefficient data encoding and prohibitive circuit complexity. In this work, we present a resource-efficient quantum algorithm that reformulates the convolution product as a structured matrix multiplication via a novel sparse reshaping formalism. Leveraging the observation that localized convolutions can be encoded as doubly block-Toeplitz matrix multiplications, we construct a quantum framework wherein sparse input patches are prepared using optimized key-value QRAM state encoding, while convolutional filters are represented as quantum states in superposition. The convolution outputs are computed through inner product estimation using a low-depth SWAP test circuit, which yields probabilistic amplitude information with reduced sampling overhead. Our architecture supports batched convolution across multiple filters using a generalized SWAP circuit. Compared to prior quantum convolutional approaches, our method eliminates redundant preparation costs, scales logarithmically with input size under sparsity, and enables direct integration into hybrid quantum-classical machine learning pipelines. This work provides a scalable and physically realizable pathway toward quantum-enhanced feature extraction, opening up new possibilities for quantum convolutional neural networks and data-driven quantum inference.",2507.19658v1,quant-ph,2025-07-25 20:08:12+00:00,https://arxiv.org/pdf/2507.19658v1,"""quantum"" AND ""physics-informed neural networks"""
Inverse Design using Physics-Informed Quantum GANs for Tailored Absorption in Dielectric Metasurfaces,"['Sreeraj Rajan Warrier', 'Jayasri Dontabhaktuni']","High Q-factor narrow-band absorption exhibits high spectral selectivity enabling high-sensitive photodetectors, sensors and thermal emitters. All-dielectric metasurfaces are widely regarded as excellent candidates for giving rise to such narrow-band absorption. However, designing metasurfaces with specific functionalities remains a challenging task both experimentally and computationally, which is why inverse design methods are increasingly being explored. Inverse design process is highly complex due to its non-unique solutions and the higher dimensionality of the design space, making it challenging to precisely control the resonance wavelength, linewidth, and absorption intensity. In this paper, we present a novel hybrid methodology that integrates generative adversarial networks (GANs) (both classical and quantum) with physics-informed neural networks (PINNs) for the inverse design of narrow-band absorbing metasurfaces. By introducing a Fano-shaped absorption spectrum equation into the PINN loss function, we enforce physical constraints on the resonance behavior, ensuring outputs that are both spectrally accurate and physically consistent. The study presents a comparison between a conventional GAN + PINN framework and a PINN augmented by a hybrid quantum-classical GAN (QGAN). The findings indicate that the integrated PINN + QGAN model achieves faster convergence, requires 99.5\% fewer training samples, and yields an order of magnitude lower MSE compared to conventional GANs. Remarkably, even though the training dataset only contains metasurfaces with Q-factors on the order of $10^3$, the model is able to generate highly asymmetric metasurface structures with Q-factors exceeding $10^5$. This study presents a novel framework that integrates quantum machine learning with physics-based modeling, providing a promising method for quantum-enhanced inverse design in nanophotonic systems.",2507.18132v1,physics.optics,2025-07-24 06:47:04+00:00,https://arxiv.org/pdf/2507.18132v1,"""quantum"" AND ""physics-informed neural networks"""
"Quantum computational sensing using quantum signal processing, quantum neural networks, and Hamiltonian engineering","['Saeed A. Khan', 'Sridhar Prabhu', 'Logan G. Wright', 'Peter L. McMahon']","Combining quantum sensing with quantum computing can lead to quantum computational sensors that are able to more efficiently extract task-specific information from physical signals than is possible otherwise. Early examples of quantum computational sensing (QCS) have largely focused on protocols where only a single sensing operation appears before measurement -- with an exception being the recent application of Grover's algorithm to signal detection. In this paper we present, in theory and numerical simulations, the application of two quantum algorithms -- quantum signal processing and quantum neural networks -- to various binary and multiclass machine-learning classification tasks in sensing. Here sensing operations are interleaved with computing operations, giving rise to nonlinear functions of the sensed signals. We have evaluated tasks based on static and time-varying signals, including spatiotemporal signals. Our approach to optimizing the circuit parameters in a QCS protocol takes into account quantum sampling noise and allows us to engineer protocols that can yield accurate results with as few as just a single measurement shot. In all cases, we have been able to show a regime of operation where a quantum computational sensor can achieve higher accuracy than a conventional quantum sensor, with a simulated accuracy advantage of $>$20 percentage points for some tasks. We also present protocols for performing nonlinear tasks using Hamiltonian-engineered bosonic systems and quantum signal processing with hybrid qubit-bosonic systems. Overall, we have shown that substantial quantum computational-sensing advantages can be obtained even if the quantum system is small, including few-qubit systems, systems comprising a single qubit and a single bosonic mode, and even just a single qubit alone -- raising the prospects for experimental proof-of-principle and practical realizations.",2507.15845v1,quant-ph,2025-07-21 17:53:15+00:00,https://arxiv.org/pdf/2507.15845v1,"""quantum"" AND ""physics-informed neural networks"""
Machine Learning-aided Optimal Control of a noisy qubit,"['Riccardo Cantone', 'Shreyasi Mukherjee', 'Luigi Giannelli', 'Elisabetta Paladino', 'Giuseppe Falci']","We apply a graybox machine-learning framework to model and control a qubit undergoing Markovian and non-Markovian dynamics from environmental noise. The approach combines physics-informed equations with a lightweight transformer neural network based on the self-attention mechanism. The model is trained on simulated data and learns an effective operator that predicts observables accurately, even in the presence of memory effects. We benchmark both non-Gaussian random-telegraph noise and Gaussian Ornstein-Uhlenbeck noise and achieve low prediction errors even in challenging noise coupling regimes. Using the model as a dynamics emulator, we perform gradient-based optimal control to identify pulse sequences implementing a universal set of single-qubit gates, achieving fidelities above 99% for the lowest considered value of the coupling and remaining above 90% for the highest.",2507.14085v1,quant-ph,2025-07-18 17:06:58+00:00,https://arxiv.org/pdf/2507.14085v1,"""quantum"" AND ""physics-informed neural networks"""
Artificial Intelligence for Quantum Matter: Finding a Needle in a Haystack,"['Khachatur Nazaryan', 'Filippo Gaggioli', 'Yi Teng', 'Liang Fu']","Neural networks (NNs) have great potential in solving the ground state of various many-body problems. However, several key challenges remain to be overcome before NNs can tackle problems and system sizes inaccessible with more established tools. Here, we present a general and efficient method for learning the NN representation of an arbitrary many-body complex wave function from its $N$-particle probability density and probability current density. Having reached overlaps as large as $99.9\%$, we employ our neural wave function for pre-training to effortlessly solve the fractional quantum Hall problem with Coulomb interactions and realistic Landau-level mixing for as many as $25$ particles. Our work demonstrates efficient, accurate simulation of highly-entangled quantum matter using general-purpose deep NNs enhanced with physics-informed initialization.",2507.13322v2,cond-mat.str-el,2025-07-17 17:42:21+00:00,https://arxiv.org/pdf/2507.13322v2,"""quantum"" AND ""physics-informed neural networks"""
