title,arxiv_id,category,date,cluster,abstract_clean
Physics-informed Hamiltonian learning for large-scale optoelectronic property prediction,2508.20536v1,cond-mat.mtrl-sci,2025-08-28 08:25:55+00:00,2,predicting optoelectronic properties largescale atomistic realistic conditions crucial rational materials design yet computationally prohibitive firstprinciples simulations recent promise overcoming challenges typically require large datasets lack physical interpretability physicsinspired approximate offer greater efficiency intuitive understanding often sacrifice transferability present hamster physicsinformed framework predicting quantummechanical hamiltonian complex chemical systems starting approximate encoding essential physical effects hamster captures critical influence dynamic environments hamiltonians explicit firstprinciples calculations halide perovskites achieving accurate prediction optoelectronic properties across temperature compositional variations scalability containing tens thousands atoms highlights power physicsinformed hamiltonian accurate interpretable optoelectronic property prediction large complex systems
Estimating classical mutual information between quantum subsystems with neural networks,2508.07652v1,quant-ph,2025-08-11 06:04:38+00:00,6,characterizing correlations basis projective measurements performed different means including calculation mutual information generally estimating informationentropybased quantities requires complete statistics systems states explore possibility reconstruct mutual information specific entropy basis limited number projective measurements prominent example antiferromagnetic ising transverse longitudinal magnetic fields demand condensed matter physics computing gives reliable estimates mutual information even case paramagnetic wave delocalized state space addition phase diagram considered reconstructed special focus discriminating various types disordered states
Local Diffusion Models and Phases of Data Distributions,2508.06614v1,cs.LG,2025-08-08 18:01:01+00:00,8,class generative artificial intelligence frameworks inspired statistical physics diffusion extraordinary synthesizing complicated distributions denoising process gradually guided score functions reallife data like images often spatially structured lowdimensional spaces however ordinary diffusion ignore local structure learn spatially global score functions often computationally expensive work perspective phases distributions provides insight constructing local denoisers reduced costs define distributions belonging distribution phase mutually connected via spatially local operations local denoisers then reverse denoising process consists early trivial phase late phase sandwiching rapid phase transition local denoisers must fail diagnose phase transitions prove informationtheoretic bound fidelity local denoisers conditional mutual information conduct experiments realworld dataset suggests simpler architectures diffusion models far phase transition point small local compute score function global necessary around narrow time interval phase transitions result opens directions studying phases distributions broader science generative artificial intelligence guiding design inspired physics concepts
Quantum Spectral Reasoning: A Non-Neural Architecture for Interpretable Machine Learning,2508.03170v1,cs.LG,2025-08-05 07:16:45+00:00,6,architecture departs conventional paradigms leveraging spectral methods specifically pade approximants lanczos algorithm interpretable signal analysis symbolic reasoning core innovation lies ability transform raw timedomain signals sparse physically meaningful spectral representations without backpropagation highdimensional embeddings dataintensive blackbox models rational spectral approximation extracts resonant structures mapped symbolic predicates via kernel projection function enabling logical inference rulebased reasoning engine architecture bridges mathematical physics sparse approximation theory symbolic artificial intelligence offering transparent physically grounded alternative models full mathematical formalism underlying stage pipeline modular algorithmic implementation systems effectiveness comparative evaluations timeseries anomaly detection symbolic classification hybrid reasoning tasks spectralsymbolic architecture achieves competitive maintaining interpretability efficiency suggesting promising direction physicallyinformed reasoningcapable learning
Double descent: When do neural quantum states generalize?,2508.00068v2,cond-mat.dis-nn,2025-07-31 18:00:22+00:00,6,states nqs flexible wavefunction parameterizations studies manybody physics inspired learning remains unclear extent nqs share characteristics standard tasks nqs exhibit double descent phenomenon key feature modern learning generalization worsens size increases improving overparameterized regime notably find second descent occur sizes much larger hilbert space dimension indicating nqs typically operate underparameterized regime increasing size degrade generalization analysis reveals optimal size regime depends number unique samples highlighting importance sampling strategies findings suggest need symmetryaware physicsinformed architecture design rather directly adopting heuristics
Search for $t\bar tt\bar tW$ Production at $\sqrt{s} = 13$ TeV Using a Modified Graph Neural Network at the LHC,2507.23723v1,hep-ex,2025-07-31 16:57:08+00:00,1,simultaneous production four top quarks association w boson sqrts tev rare sm process nexttoleadingorder nlo crosssection abcitesaiel identifying process fully hadronic decay channel particularly challenging due overwhelming backgrounds tbart tbartw tbartz tripletop production processes introduces modified physics informed network hybrid graph gnn enhancing event classification integrates graph layers particlelevel features custom multi layer perceptronmlp global stream circuit crossattention fusion combine local global representations physicsinformed loss enforce jet multiplicity constraints derived event decay dynamics benchmarked conventional methods gnn achieves signal significance ssqrtsb rocauc surpassing bdts significance roc xgboost achieves significance roc classification trained monte carlo mc simulations events normalized crosssectionbased reweighting reflect expected contributions dataset corresponding fb integrated luminosity enhanced offers framework precision event selection lhc leveraging high dimensional statistical physics informed inference tackle fundamental hep challenges aligning ml developments
Neural Network Architectures for Scalable Quantum State Tomography: Benchmarking and Memristor-Based Acceleration,2507.23007v1,quant-ph,2025-07-30 18:12:10+00:00,1,state tomography qst essential characterizing validating systems practical severely limited exponential growth hilbert space number measurements required informational completeness many prior claims relied architectural assumptions rather systematic validation benchmark several architectures determine scale effectively qubit number fail maintain high fidelity size increasesto address this perform comprehensive benchmarking diverse architectures across measurement strategies evaluate effectiveness reconstructing pure mixed states reveal cnn cgan scale robustly achieve highest fidelities spiking variational autoencoder svae demonstrates moderate fidelity performance making strong candidate embedded lowpower hardware practical diagnostics require embedded energyefficient computation discuss memristorbased computationinmemory cim platforms accelerate hardware mitigating memory bottlenecks reducing energy consumption enable scalable insitu qst identifies architectures scale favorably future lays groundwork quantumclassical codesign computationally physically scalable
Quantum-Efficient Convolution through Sparse Matrix Encoding and Low-Depth Inner Product Circuits,2507.19658v1,quant-ph,2025-07-25 20:08:12+00:00,1,convolution operations foundational image processing modern architectures yet extension domain remained algorithmically physically costly due inefficient encoding prohibitive circuit complexity work present resourceefficient reformulates convolution product structured matrix multiplication via sparse reshaping formalism leveraging observation localized convolutions encoded doubly blocktoeplitz matrix multiplications construct framework wherein sparse input patches prepared optimized keyvalue qram state encoding convolutional filters represented states superposition convolution outputs computed inner product estimation lowdepth swap test circuit yields probabilistic amplitude information reduced sampling overhead architecture supports batched convolution across multiple filters generalized swap circuit compared prior convolutional approaches eliminates redundant preparation costs scales logarithmically input size sparsity enables direct integration hybrid quantumclassical pipelines provides scalable physically realizable pathway toward quantumenhanced feature extraction opening possibilities convolutional datadriven inference
Inverse Design using Physics-Informed Quantum GANs for Tailored Absorption in Dielectric Metasurfaces,2507.18132v1,physics.optics,2025-07-24 06:47:04+00:00,1,high qfactor narrowband absorption exhibits high spectral selectivity enabling highsensitive photodetectors sensors thermal emitters alldielectric metasurfaces widely regarded excellent candidates giving rise narrowband absorption however designing metasurfaces specific functionalities remains challenging task experimentally computationally inverse design increasingly explored inverse design process highly complex due nonunique higher dimensionality design space making challenging precisely control resonance wavelength linewidth absorption intensity paper present hybrid methodology integrates generative adversarial gans both quantum physicsinformed pinns inverse design narrowband absorbing metasurfaces introducing fanoshaped absorption spectrum pinn loss function enforce physical constraints resonance behavior ensuring outputs spectrally accurate physically consistent comparison conventional gan pinn framework pinn augmented hybrid quantumclassical gan qgan findings indicate integrated pinn qgan achieves faster convergence requires fewer samples yields order magnitude lower mse compared conventional gans remarkably even though dataset contains metasurfaces qfactors order able generate highly asymmetric metasurface structures qfactors exceeding framework integrates physicsbased modeling providing promising quantumenhanced inverse design nanophotonic systems
"Quantum computational sensing using quantum signal processing, quantum neural networks, and Hamiltonian engineering",2507.15845v1,quant-ph,2025-07-21 17:53:15+00:00,6,combining sensing computing lead sensors able efficiently extract taskspecific information physical signals possible otherwise early examples sensing qcs largely focused protocols single sensing operation appears measurement exception recent grovers signal detection present theory simulations signal processing various binary multiclass machinelearning classification tasks sensing sensing operations interleaved computing operations giving rise nonlinear sensed signals evaluated tasks static timevarying signals including spatiotemporal signals optimizing circuit parameters qcs protocol takes account sampling noise allows us engineer protocols yield accurate single measurement shot cases able regime operation sensor achieve higher conventional sensor simulated advantage percentage points tasks present protocols performing nonlinear tasks hamiltonianengineered bosonic signal processing hybrid qubitbosonic systems overall substantial computationalsensing advantages obtained even small including fewqubit systems comprising single qubit single bosonic mode even single qubit alone raising prospects experimental proofofprinciple practical realizations
Machine Learning-aided Optimal Control of a noisy qubit,2507.14085v1,quant-ph,2025-07-18 17:06:58+00:00,5,graybox machinelearning framework control qubit undergoing markovian nonmarkovian dynamics environmental noise combines physicsinformed lightweight transformer selfattention mechanism trained simulated learns effective operator predicts observables accurately even presence memory effects benchmark nongaussian randomtelegraph noise gaussian ornsteinuhlenbeck noise achieve low prediction errors even challenging noise coupling regimes dynamics emulator perform gradientbased optimal control identify pulse sequences implementing universal set singlequbit gates achieving fidelities lowest considered value coupling remaining highest
Artificial Intelligence for Quantum Matter: Finding a Needle in a Haystack,2507.13322v2,cond-mat.str-el,2025-07-17 17:42:21+00:00,8,nns great potential solving ground state various manybody problems however several key challenges remain overcome nns tackle sizes inaccessible established tools here present general nn representation arbitrary manybody complex wave nparticle probability density probability current density reached overlaps large employ wave pretraining effortlessly solve fractional hall coulomb interactions realistic landaulevel mixing many particles demonstrates efficient accurate simulation highlyentangled matter generalpurpose nns enhanced physicsinformed initialization
Inverse Physics-informed neural networks procedure for detecting noise in open quantum systems,2507.12552v1,quant-ph,2025-07-16 18:03:48+00:00,5,accurate characterization essential development technologies particularly noisy intermediatescale nisq era traditional hamiltonian noise characterization often require extensive measurements scale poorly size approaches offer promising alternatives work extend inverse physicsinformed referred pinnverse framework open governed lindblad master equations incorporating coherent dissipative dynamics training enables simultaneous identification hamiltonian parameters decay rates noisy experimental data effectiveness robustness simulations twoqubit open systems pinnverse provides scalable noiseresilient framework identification potential applications control error mitigation
Polaritonic Machine Learning for Graph-based Data Analysis,2507.10415v1,cond-mat.dis-nn,2025-07-14 15:57:22+00:00,6,photonic polaritonic offer fast platform accelerating ml physicsbased computing gain advantage however polaritonic must exploit features specifically favor nonlinear optical processing address computationally hard depend features integrate photonic processing within broader ml pipelines letter polaritonic solving graphbased problems lattices condensates efficiently embed relational topological information point cloud datasets information incorporated pattern recognition workflow convolutional cnns leading significantly improved compared physicsagnostic methods extensive benchmarking photonic achieves betti number classification clique detection tasks substantial improvement bare cnns introduces distinct way photonic fast tools feature engineering building top highperforming digital learning
OrbitAll: A Unified Quantum Mechanical Representation Deep Learning Framework for All Molecular Systems,2507.03853v1,cs.LG,2025-07-05 01:21:56+00:00,2,despite success chemistry representational capacity often confined neutral closedshell molecules however realworld chemical often exhibit complex characteristics including varying charges spins environments orbitall geometry physicsinformed framework represent molecular electronic structure information orbitall utilizes spinpolarized orbital features underlying mechanical method combines graph satisfying seequivariance resulting framework represent process molecular arbitrary charges spins environmental effects orbitall demonstrates superior generalization predicting charged openshell solvated molecules robustly extrapolating molecules significantly larger leveraging physicsinformed architecture orbitall achieves chemical times fewer competing ai models speedup approximately compared density functional theory
Continuous-variable Quantum Diffusion Model for State Generation and Restoration,2506.19270v1,quant-ph,2025-06-24 03:04:21+00:00,6,generation preservation complex states environmental noise paramount challenges advancing continuousvariable cv information processing introduces framework continuousvariable diffusion principles synergizing cv cvqnns address dual challenges task state generation continuousvariable diffusion generative cvqdg employs physically driven forward diffusion process thermal loss channel inverted learnable parameterefficient backward denoising process cvqnn timeembedding frameworks capability extended state recovery continuousvariable diffusion restoration cvqdr specialized variant designed restore states particularly coherent states unknown parameters thermal degradation extensive simulations validate dual capabilities demonstrating highfidelity generation diverse gaussian coherent squeezed nongaussian fock cat states typically fidelities exceeding confirming models ability robustly restore corrupted states furthermore comprehensive complexity analysis reveals favorable inference costs highlighting frameworks efficiency scalability potential robust tool state engineering noise mitigation realistic cv systems
Variational Quantum Latent Encoding for Topology Optimization,2506.17487v1,cs.CE,2025-06-20 21:49:06+00:00,6,variational framework structural topology optimization developed integrating latent encoding strategies within coordinatebased decoding architecture approach lowdimensional latent vector generated either variational circuit sampled gaussian distribution mapped higherdimensional latent space via learnable projection layer enriched representation decoded highresolution material distribution takes latent vector fouriermapped spatial coordinates input optimization performed directly latent parameters guided solely physicsbased objectives compliance minimization volume constraints evaluated finite element analysis without requiring precomputed datasets supervised training latent vectors constructed expectation values pauli observables measured parameterized circuits providing structured entangled encoding information baseline uses gaussiansampled latent vectors projected manner variational formulation enables generation diverse physically valid topologies exploring latent space sampling perturbation contrast traditional optimization yield single deterministic solution experiments encodings produce highquality structural designs however encodings advantages several benchmark cases terms compliance design diversity highlight potential circuits effective scalable tool physicsconstrained topology optimization suggest promising directions applying nearterm hardware structural design
Quantum Recurrent Embedding Neural Network,2506.13185v1,quant-ph,2025-06-16 07:50:31+00:00,1,emerged promising models leveraging properties optimization solve complex physics beyond however previous studies inevitable trainability issues severely limit capabilities largescale regime work recurrent embedding qrenn inspired fasttrack information pathways resnet general circuit architectures information theory employing dynamical lie algebras rigorous proof trainability qrenn circuits demonstrating avoid barren plateaus notably general qrenn architecture resists simulation encompasses powerful circuits qsp qsvt dqc widely believed classically intractable building theoretical foundation qrenn accurately classify hamiltonians detect symmetryprotected topological phases demonstrating applicability supervised learning highlight power recurrent embedding potential scalable supervised predicting physical properties solving complex problems
Hamiltonian Learning via Inverse Physics-Informed Neural Networks,2506.10379v2,quant-ph,2025-06-12 06:09:41+00:00,5,hamiltonian hl enabling precise estimation parameters underlying dynamics plays critical role characterizing systems however conventional hl face challenges noise robustness resource efficiency especially limited measurements work present textitinverse physicsinformed hamiltonian ipinnhl incorporates schrodinger soft constraint via loss penalty ml procedure formulation allows integrate observational known physical laws infer hamiltonian parameters greater resource efficiency benchmark ipinnhl deepneuralnetworkbased state tomography denoted dnnhl effectiveness across several different scenarios including onedimensional spin chains crossresonance gate calibration crosstalk identification realtime compensation parameter drift ipinnhl heisenberg limit exhibits robustness noises outperforming dnnhl resource efficiency therefore ipinnhl powerful flexible framework characterization practical tasks
Physics-Informed Neural Network Approach to Quark-Antiquark Color Flux Tube,2506.03513v2,hep-ph,2025-06-04 02:57:11+00:00,8,physicsinformed pinns framework modelling spatial distribution chromodynamic fields induced quarkantiquark pairs lattice monte carlo simulations contrast conventional networks pinns incorporate physical lawsexpressed governing typeii objective embedding loss function guide learn physically consistent solutions adopting inverse approach extract parameters superconducting lattice qcd subsequently solve them accommodate physical boundary conditions recast integrodifferential form extend analysis within fractional pinns framework reconstructed field distribution assessed via relative lerror norms extract physical observables string tension mean width flux tube offering quantitative insight confinement mechanism enables reconstruction colour field profiles quarkantiquark separation without recourse predefined parametric models illuminate aspects dual meissner effect highlight promise datadriven strategies addressing nonperturbative challenges chromodynamics
A Bayesian PINN Framework for Barrow-Tsallis Holographic Dark Energy with Neutrinos: Toward a Resolution of the Hubble Tension,2506.02235v1,astro-ph.CO,2025-06-02 20:28:10+00:00,0,investigate barrowtsallis holographic dark energy bthde traditional markov chain monte carlo mcmc bayesian physicsinformed pinn framework employing range cosmological observations analysis incorporates cosmic microwave background cmb baryon acoustic oscillations bao cmb lensing cosmic chronometers cc pantheon type ia supernova compilation focus constraining hubble constant h nonextensive entropy index barrow exponent d grandaoliveros parameters a b along total neutrino mass smn bayesian pinn yields precise constraints mcmc particularly b tighter upper bounds smn inferred values h lie planck shes r alleviating hubble tension within ss depending dataset combination notably bayesian pinn achieves consistent across cc pantheon datasets maintaining physical consistency via embedded constraints combination cmb latetime probes leads stringent constraints smn ev h pm kmsmpc findings suggest bthde provides viable framework addressing cosmological tensions probing modified entropy scenarios highlighting complementary strengths traditional bayesian inference cosmological modeling
Physics-Informed Neural Networks for the Relativistic Burgers Equation in the Exterior of a Schwarzschild Black Hole,2506.00951v2,math.NA,2025-06-01 10:51:34+00:00,3,physicsinformed networkspinn solve relativistic burgers exterior domain schwarzschild black hole main contribution pinn architecture able simulate shock wave formations curved spacetime shockaware block introducing godunovinspired residuals loss function validate experiments different kinds initial conditions ability reproduce smooth discontinuous context general relativity
Constructing a bridge between functioning of oscillatory neuronal networks and quantum-like cognition along with quantum-inspired computation and AI,2506.00040v1,q-bio.NC,2025-05-27 20:08:37+00:00,6,quantumlike ql modeling outcomes information revolution extends theory beyond physics decision theory cognitive psychology effective explaining paradoxes decision making effects cognitive psychology conjunction disjunction order response replicability lacks direct link information processing brain bridges neurophysiology neuropsychology cognitive psychology exploring oscillatory neuronal give rise ql behaviors inspired power neuronal oscillations quantuminspired computation qic quantumtheoretical framework coupling cognitiondecision making oscillations it ql oscillatory cognition step small towards clarification relation mind matter nature perception cognition formulate four conjectures within ql oscillatory cognition principle experimental tests need theoretical experimental elaboration conjectures conjecture resolution binding exploring ql states entanglement generated oscillations neuronal networks findings suggest fundamental cognitive processes align principles implying humanoid ai process information quantumtheoretic laws quantumlike ai qlai efficiently realized via oscillatory performing qic
Physics-Informed Neural Network for Cross-Domain Predictive Control of Tapered Amplifier Thermal Stabilization,2505.20769v1,eess.SY,2025-05-27 06:19:50+00:00,5,thermally induced laser noise poses critical limitation sensitivity sensor arrays employing ultrastable amplified lasers primarily stemming nonlinear gaintemperature coupling effects tapered amplifiers tas address challenge present robust intelligent control strategy synergistically integrates encoderdecoder physicsinformed gated recurrent unit pigru predictive control mpc framework methodology incorporates physical soft constraints architecture yielding predictive enhanced physical consistency demonstrates robust extrapolation capabilities beyond distribution leveraging pigru models accurate multistep predictive performance implement hierarchical parallel mpc architecture capable realtime thermal instability compensation hybrid achieves crossdomain consistent thermal stabilization tas diverse laser power operations remarkably trained exclusively lowpower operational data demonstrates exceptional generalization improving prediction temperature stability previously unseen highpower operating regimes experimentally validated synchronization physicsinformed advanced mpc frameworks establishes groundbreaking paradigm addressing robustness challenges crossdomain predictive control applications overcoming conventional modeling limitations
Learning and Interpreting Gravitational-Wave Features from CNNs with a Random Forest Approach,2505.20357v2,cs.LG,2025-05-26 07:33:27+00:00,6,convolutional cnns become widely adopted gravitational wave gw detection pipelines due ability automatically learn hierarchical features raw strain data however physical meaning learned features remains underexplored limiting interpretability models work hybrid architecture combines cnnbased feature extractor random forest rf classifier improve detection interpretability unlike prior approaches directly connect classifiers cnn outputs introduces four physically interpretable metrics variance signaltonoise ratio snr waveform overlap peak amplitude computed final convolutional layer jointly cnn output rf classifier enable informed decision boundaries tested longduration strain datasets hybrid outperforms baseline cnn model achieving relative improvement sensitivity fixed false alarm rate events per month notably improved detection lowsnr signals snr le especially vulnerable misclassification noisy environments feature attribution via rf reveals cnnextracted handcrafted features contribute significantly classification decisions learned variance cnn outputs ranked among informative findings suggest physically motivated postprocessing cnn feature maps serve valuable tool interpretable gw detection bridging gap domain knowledge
A Hybrid Quantum-Classical Particle-in-Cell Method for Plasma Simulations,2505.09260v2,quant-ph,2025-05-14 10:19:33+00:00,1,present hybrid quantumclassical electrostatic particleincell pic method electrostatic field poisson solver implemented computer simulator hybrid classicalquantum hnn datadriven physicsinformed approaches hnn trained pic simulation executed via pennylane simulator remaining steps including particle motion field interpolation performed system evaluate cost hybrid approach test hybrid quantumclassical electrostatic pic twostream instability standard benchmark plasma physics poisson solver achieves comparable methods provides insights feasibility computing hnns plasma simulations discuss overhead associated current computer simulators showing challenges potential advantages hybrid quantumclassical methods
QSeer: A Quantum-Inspired Graph Neural Network for Parameter Initialization in Quantum Approximate Optimization Algorithm Circuits,2505.06810v1,cs.ET,2025-05-11 01:53:34+00:00,1,mitigate barren plateau problem effective parameter initialization crucial optimizing approximate optimization qaoa nearterm noisy intermediatescale nisq era prior physicsdriven approaches leveraged optimal parameter concentration phenomenon utilizing medium values previously optimized qaoa parameters stored databases initialization graphs however mediumvaluebased strategy lacks generalization capability conversely prior computersciencebased approaches employed graph gnns trained previously optimized qaoa parameters predict initialization values graphs however approaches neglect key physicsinformed qaoa principles parameter concentration symmetry adiabatic evolution resulting suboptimal parameter predictions limited improvements furthermore existing gnnbased support parameter initialization qaoa circuits variable depths solving weighted maxcut problems introduces qseer quantuminspired gnn designed accurate qaoa parameter prediction compared prior physics computersciencedriven methods qseer improves initial approximation ratio convergence speed qaoa circuits across diverse graphs xx respectively
HMAE: Self-Supervised Few-Shot Learning for Quantum Spin Systems,2505.03140v2,quant-ph,2025-05-06 03:32:16+00:00,1,spin molecular faces critical challenges scarce labeled computationally expensive simulations address limitations hamiltonianmasked autoencoding hmae selfsupervised framework pretrains transformers unlabeled hamiltonians enabling fewshot transfer learning unlike random masking approaches hmae employs physicsinformed strategy information theory selectively mask hamiltonian terms physical significance experiments hamiltonians realworld synthetic hmae achieves pm phase classification pm ev mae ground state energy prediction merely labeled examples statistically significant improvement p graph pm pm methods primary advantage exceptional sample efficiency reducing required labeled examples x compared baseline though emphasize ground truth values finetuning evaluation still require exact diagonalization tensor networks explicitly acknowledge current limited small specifically limited qubits training limited extension qubits testing that promising within regime size restriction prevents immediate larger practical interest materials science chemistry
Towards asteroseismology of neutron stars with physics-informed neural networks,2504.12183v1,astro-ph.HE,2025-04-16 15:39:45+00:00,3,gravitational wave signatures neutron star oscillations important information interior structure state eos high densities present technique physically informed pinns solve eigenvalue associated normal oscillation modes neutron stars procedure tested simplified scenario analytical solution test method possible get accurate eigenfrequencies eigenfunctions scheme flexibility capability adapting complex scenarios serve future path include physics systems
Efficient measurement of neutral-atom qubits with matched filters,2504.08170v1,quant-ph,2025-04-10 23:44:46+00:00,1,computers require highfidelity measurement many qubits achieve advantage traditional approaches suffer readout crosstalk neutralatom processor tightly spaced array although convolutional improve fidelity computationally expensive making difficult scale large qubit counts present simpler scalable realize matched filters readout problem local focuses single qubit uses information neighboring qubits array prevent crosstalk among qubits error reductions site array models respectively compared conventional gaussian threshold approach additionally array uses orders magnitude fewer trainable parameters four orders magnitude fewer multiplications nonlinear evaluations recent convolutional approach minor increase error across different readout times another strength physical interpretability learned filter visualized insights experimental imperfections convolutional improved pruned x x fewer parameters respectively maintaining similar errors simple approaches achieve highfidelity qubit measurements remaining scalable larger qubit counts
From short-sighted to far-sighted: A comparative study of recursive machine learning approaches for open quantum systems,2504.02218v2,physics.chem-ph,2025-04-03 02:14:47+00:00,1,accurately modeling open dynamics crucial advancing technologies yet traditional struggle balance efficiency ml provides promising alternative particularly recursive predict evolution past history success predicting single observables effectiveness complex tasks forecasting full reduced density matrix rdm remains unclear extend historybased recursive ml approaches complex systems comparing four physicsinformed pinn architectures i singlerdmpredicting pinn srpinn ii srpinn simulation parameters psrpinn iii multirdmspredicting pinn mrpinn iv mrpinn simulation parameters pmrpinn spinboson sb fennamatthewsolson fmo complex srpinn psrpinn constrained narrow history window fail capture complex evolution leading unstable longterm predictions especially nonlinear highly correlated dynamics contrast mrpinn pmrpinn improve extending forecast horizon incorporating longrange correlations reducing error propagation surprisingly explicitly including simulation parameters temperature reorganization energy psrpinn pmrpinn consistently enhance even reduce performance suggesting effects already encoded rdm evolution findings highlight limitations shortsighted recursive forecasting superior stability farsighted approaches longterm predictions
Closing the detection loophole in the triangle network with high-dimensional photonic states,2503.24213v3,quant-ph,2025-03-31 15:31:34+00:00,8,bell nonlocality without input settings eg triangle network perceived particularly fragile low robustness noise physical implementations contrary nonlocality nn states already n exceptionally high robustness photon loss dominant noise factor single photon loss transmission channels certify noise robustness loss realistic noise networkbased heuristics observe sim robustness robustness holds even imperfect sources spdc sources heralding information sources avoid global postprocessing outcomes discarding rounds photons fail arrive detection loophole triangle closed
Adiabatic Fine-Tuning of Neural Quantum States Enables Detection of Phase Transitions in Weight Space,2503.17140v2,quant-ph,2025-03-21 13:42:11+00:00,8,states nqs emerged powerful tool approximating wavefunctions learning achieve remarkable accuracy understanding encode physical information remains open challenge work adiabatic finetuning scheme trains nqs across phase diagram leading strongly correlated weight representations across different models correlation weight space enables detection phase transitions analyzing trained weights alone validate transverse field ising jj heisenberg model demonstrating phase transitions manifest distinct structures weight space establish connection physical phase transitions geometry parameters opening directions interpretability physics
Multi-timescale time encoding for CNN prediction of Fenna-Matthews-Olson energy-transfer dynamics,2503.17430v4,physics.chem-ph,2025-03-21 12:40:39+00:00,1,simulations open dynamics often rely recursive predictors accumulate error nonrecursive convolutional cnns maps parameters redundant time encoding directly populations fennamatthewsolson complex encodingmodified logistic plus tanh functionsnormalizes time resolves fast transitional quasisteady regimes physicsinformed labels enforce population conservation intersite consistency trained sim ps reference trajectories generated lindblad qutip accurately predicts sim ps dynamics across range reorganization energies bath rates temperatures beyond ps absolute relative error remains demonstrating stable longtime extrapolation avoiding stepbystep recursion suppresses error accumulation generalizes across timescales redundant time encoding enables dataefficient inference longtime dissipative dynamics realistic pigmentprotein complexes aid datadriven design lightharvesting materials
Using machine learning to map simulated noisy and laser-limited multidimensional spectra to molecular electronic couplings,2503.15706v1,physics.chem-ph,2025-03-19 21:40:00+00:00,2,twodimensional electronic spectroscopy des enabled significant discoveries biological synthetic energytransducing systems although deriving chemical information des complex task ml offers exciting opportunities translate complicated spectroscopic physical insight recent studies found nns map simulated multidimensional spectra molecularscale properties high accuracy however simulations often capture experimental factors influence real spectra including noise suboptimal pulse resonance conditions bringing question experimental utility nns trained simulated data here factors associated experimental d spectral influence ability nns map simulated des spectra onto underlying intermolecular electronic couplings systematically introducing multisourced noise library simulated d spectra noise hamper nn spectra exceeding threshold signaltonoise ratios snr background noise dominates vs intensitydependent noise stark contrast humanbased analyses des data find nn improves significantly ca rightarrow constrained bandwidth center frequency pump pulses result consistent nn optical trends described kashas theory molecular excitons findings convey positive prospects adapting simulationtrained nns extract molecular properties inherently imperfect experimental des data broadly machinelearned perspectives nonlinear spectroscopic produce unique and perhaps counterintuitive guidelines experimental design
LArTPC hit-based topology classification with quantum machine learning and symmetry,2503.12655v5,physics.ins-det,2025-03-16 21:20:42+00:00,6,present separate tracklike showerlike topologies liquid argon time projection chamber lartpc experiments neutrino physics learning effective reconstruction neutrino events lartpcs requires accurate granular information energy deposited detector energy deposits viewed d images simulated microboone experiment simple custom dataset perform pixellevel classification underlying particle topology images events studied creating small patches around pixel characterise topology immediate neighbourhood classification achieved convolutionbased models including quantumenhanced architectures known quanvolutional networks quanvolutional extended symmetries beyond translation rotational symmetry incorporated subset models quantumenhanced perform better counterparts comparable number parameters outperformed models contain order magnitude parameters inclusion rotation symmetry appears benefit large remains explored further
Topological mechanical neural networks as classifiers through in situ backpropagation learning,2503.07796v1,cond-mat.dis-nn,2025-03-10 19:25:29+00:00,6,recently frontier computing emerged physical networkspnns harnessing intrinsic physical processes learning here explore topological mechanical networkstmnns inspired spin hall effectqshe topological metamaterials classification tasks tmnns utilize pseudospin states robustness qshe making damagetolerant binary classification clustering untrained tmnns then specific tasks derive situ backpropagation twostep localrule updates tmnns local information enabling situ physical learning tmnns achieve high classifications iris flowers penguins seeds maintaining robustness bond pruning furthermore parallel classification via frequencydivision multiplexing assigning different tasks distinct frequencies enhanced efficiency introduces situ backpropagation wavebased mechanical positions tmnns promising neuromorphic computing hardware classification tasks
Enhanced Hamiltonian Learning Precision with Multi-Stage Neural Networks,2503.07356v1,quant-ph,2025-03-10 14:10:59+00:00,5,hamiltonians high precision important physics information science multistage framework significantly enhances hamiltonian precision successive optimization residual errors utilizes timeseries singlequbit pauli measurements random initial states enabling estimation unknown hamiltonian parameters without prior structural assumptions framework twoqubit systems achieving ordersofmagnitude improvement parameter accuracy extend larger integrating dynamical decoupling techniques additionally protocol exhibits robustness experimental noise bridges gap scalable hamiltonian highprecision requirements offering practical tool precise control metrology
Seismic inversion using hybrid quantum neural networks,2503.05009v2,quant-ph,2025-03-06 22:21:45+00:00,1,seismic inversionincluding poststack prestack full waveform inversion compute memoryintensive recently several approaches including physicsinformed learning developed address limitations motivated potential computing report attempt map physicsinformed framework primary goal investigate technical challenges mapping given rely computing principles fundamentally different computing computers operate qubits exploit superposition entanglement offering potential solve classically intractable problems current hardware limited hybrid quantumclassical algorithmsparticularly qmldemonstrate potential nearterm applications readily simulated qml subsurface imaging development hybrid physicsinformed hqpinn poststack prestack seismic inversion hqpinn architecture adopts encoderdecoder structure hybrid encoder estimates p simpedances seismic data decoder reconstructs seismic responses geophysical relationships guided minimizing misfit input reconstructed seismic traces systematically assess impact layer design differentiation strategies simulator backends inversion performance efficacy inversion synthetic sleipner field datasets hqpinn framework consistently yields accurate results showcasing computings promise geosciences paving way future quantumenhanced geophysical workflows
